ingredient_code,ingredient_name_eng,dur_categories,elderly_caution_detail,ingredient_name_kor,category,common_dose
152730BIJ,epirubicin hydrochloride   10mg(2mg/mL),임산부금기,,,,
152731BIJ,epirubicin hydrochloride   50mg(2mg/mL),임산부금기,,,,
714101ATB,eplerenone,병용금기,,,,
714102ATB,eplerenone,병용금기,,,,
429201ATB,eprosartan,임산부금기,,,,
460500ATB,eprosartan+hydrochlorothiazide,임산부금기,,,,
251800ATB,ergotamine tartrate,병용금기,,,,
251800ATB,ergotamine tartrate+anhydrous caffeine,임산부금기,,,,
621330BIJ,eribulin mesylate (as eribulin   0.88mg(0.44mg/mL)),임산부금기,,,,
477401ATB,erlotinib,임산부금기,,,,
477402ATB,erlotinib,임산부금기,,,,
477403ATB,erlotinib hcl,임산부금기,,,,
447701BIJ,ertapenem,임산부금기,,,,
678000ATB,ertugliflozin + metformin,임산부금기,,,,
678000ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin),병용금기,,,,
678100ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin),병용금기,,,,
679100ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin),병용금기,,,,
679200ATB,ertugliflozin L-pyroglutamic acid (as ertugliflozin),병용금기,,,,
678100ATB,"ertugliflozin, metformin",임산부금기,,,,
679100ATB,"ertugliflozin, metformin",임산부금기,,,,
679200ATB,"ertugliflozin, metformin",임산부금기,,,,
500330BIJ,erythropoietin,임산부금기,,,,
500331BIJ,erythropoietin,임산부금기,,,,
500333BIJ,erythropoietin,임산부금기,,,,
500334BIJ,erythropoietin,임산부금기,,,,
500336BIJ,erythropoietin,임산부금기,,,,
500337BIJ,erythropoietin,임산부금기,,,,
500338BIJ,erythropoietin,임산부금기,,,,
500339BIJ,erythropoietin,임산부금기,,,,
500340BIJ,erythropoietin,임산부금기,,,,
500341BIJ,erythropoietin,임산부금기,,,,
500342BIJ,erythropoietin,임산부금기,,,,
500343BIJ,erythropoietin,임산부금기,,,,
474801ATB,escitalopram oxalate (as escitalopram),병용금기,,,,
474801ATD,escitalopram oxalate (as escitalopram),병용금기,,,,
474802ATB,escitalopram oxalate (as escitalopram),병용금기,,,,
474802ATD,escitalopram oxalate (as escitalopram),병용금기,,,,
474803ATB,escitalopram oxalate (as escitalopram),병용금기,,,,
474803ATD,escitalopram oxalate (as escitalopram),병용금기,,,,
474804ATB,escitalopram oxalate (as escitalopram),병용금기,,,,
689701CSI,esketamine,임산부금기,,,,
700901ATB,eslicarbazepine acetate,임산부금기,,,,
700902ATB,eslicarbazepine acetate,임산부금기,,,,
154430BIJ,esmolol hydrochloride   0.1g(10mg/mL),임산부금기,,,,
154431BIJ,esmolol hydrochloride   2.5g(0.25g/mL),임산부금기,,,,
367201ACH,esomeprazol magnesium (as esomeprazol),임산부금기,,,,
367201ATB,esomeprazol magnesium (as esomeprazol),임산부금기,,,,
367202ACH,esomeprazol magnesium (as esomeprazol),임산부금기,,,,
367202ATB,esomeprazol magnesium (as esomeprazol),임산부금기,,,,
518000ATB,esomeprazol magnesium (as esomeprazol) + naproxen,임산부금기,,,,
498001ACH,esomeprazol strontium tetrahydrate (as esomeprazol),임산부금기,,,,
498002ACH,esomeprazol strontium tetrahydrate (as esomeprazol),임산부금기,,,,
523500ATB,esomeprazol strontium tetrahydrate (as esomeprazol) + naproxen,임산부금기,,,,
367201ACR,esomeprazole,임산부금기,,,,
367202ACR,esomeprazole,임산부금기,,,,
367203ACR,esomeprazole,임산부금기,,,,
367203ATB,esomeprazole,임산부금기,,,,
527400ATB,esomeprazole,병용금기,,,,
684100ATB,esomeprazole,임산부금기,,,,
694400ATB,esomeprazole,임산부금기,,,,
694500ATB,esomeprazole,임산부금기,,,,
527400ATB,esomeprazole + naproxen,임산부금기,,,,
E23100ASS,esomeprazole + sodium alginate + sodium bicarbonate,임산부금기,,,,
367201ACH,esomeprazole magnesium (as esomeprazol),병용금기,,,,
367201ATB,esomeprazole magnesium (as esomeprazol),병용금기,,,,
367202ACH,esomeprazole magnesium (as esomeprazol),병용금기,,,,
367202ATB,esomeprazole magnesium (as esomeprazol),병용금기,,,,
518000ATB,esomeprazole magnesium (as esomeprazol),병용금기,,,,
367201ACR,esomeprazole magnesium (as esomeprazole),병용금기,,,,
367202ACR,esomeprazole magnesium (as esomeprazole),병용금기,,,,
367203ACR,esomeprazole magnesium (as esomeprazole),병용금기,,,,
367203ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
670700ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
684100ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
694400ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
694500ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
706100ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
708000ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
719500ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
719600ATB,esomeprazole magnesium (as esomeprazole),병용금기,,,,
670700ATB,esomeprazole magnesium (as esomeprazole) + sodium bicarbonate,임산부금기,,,,
498001ACH,esomeprazole strontium tetrahydrate (as esomeprazol),병용금기,,,,
498002ACH,esomeprazole strontium tetrahydrate (as esomeprazol),병용금기,,,,
523500ATB,esomeprazole strontium tetrahydrate (as esomeprazol),병용금기,,,,
708000ATB,"esomeprazole, magnesium hydroxide",임산부금기,,,,
154901ATB,estradiol,임산부금기,,,,
154903ATB,estradiol,임산부금기,,,,
155001ATB,estradiol,임산부금기,,,,
155002ATB,estradiol,임산부금기,,,,
155030BIJ,estradiol,임산부금기,,,,
154930CCM,estradiol hemihydrate (as estradiol   1mg(1mg/g)),임산부금기,,,,
154931CCM,estradiol hemihydrate (as estradiol   50mg(1mg/g)),임산부금기,,,,
297800ATB,estradiol+cyproterone,임산부금기,,,,
398400ATB,estradiol+cyproterone,임산부금기,,,,
490400ATB,estradiol+drospirenone,임산부금기,,,,
155101ACH,estramustine,임산부금기,,,,
155202CSP,estriol,임산부금기,,,,
155203CCM,estriol,임산부금기,,,,
155204CCM,estriol,임산부금기,,,,
507700CTB,estriol+lactobacillus acidophilus,임산부금기,,,,
155401ATB,estrogen(conjugated),병용금기,,,,
155402ATB,estrogen(conjugated),병용금기,,,,
680401ATB,eszopiclone,연령금기,,,,
680402ATB,eszopiclone,연령금기,,,,
680403ATB,eszopiclone,연령금기,,,,
519500ATB,ethambutol hydrochloride,병용금기,,,,
519500ATB,"ethambutol hydrochloride, isoniazid, pyrazinamide, rifampicin",임산부금기,,,,
557000ATB,ethinyl estradiol,병용금기,,,,
557100ATB,ethinyl estradiol,병용금기,,,,
562900ATB,ethinyl estradiol,병용금기,,,,
A13500ATB,ethinyl estradiol,병용금기,,,,
A14400ATB,ethinyl estradiol,병용금기,,,,
A15500ATB,ethinyl estradiol,병용금기,,,,
A15700ATB,ethinyl estradiol,병용금기,,,,
A43900ATB,ethinyl estradiol,병용금기,,,,
E31400ATB,ethinyl estradiol,병용금기,,,,
A43900ATB,ethinyl estradiol + desogestrel,임산부금기,,,,
557000ATB,ethinyl estradiol + drospirenone,임산부금기,,,,
557100ATB,ethinyl estradiol + drospirenone,임산부금기,,,,
A15500ATB,ethinyl estradiol + gestodene,임산부금기,,,,
A15600ATB,ethinyl estradiol + gestodene,임산부금기,,,,
A15700ATB,ethinyl estradiol + gestodene,임산부금기,,,,
A13500ATB,ethinyl estradiol + levonorgestrel,임산부금기,,,,
A14400ATB,ethinyl estradiol + levonorgestrel,임산부금기,,,,
155901ACS,ethosuximide,임산부금기,,,,
156030BIJ,ethyl esters of the iodised fatty acids of poppyseed oil,병용금기,,,,
156031BIJ,ethyl esters of the iodised fatty acids of poppyseed oil,병용금기,,,,
147401ATB,etidronate,임산부금기,,,,
156501ATB,etizolam,임산부금기,,,,
156502ATB,etizolam,임산부금기,,,,
156503ATB,etizolam,임산부금기,,,,
157030BIJ,etomidate,연령금기,,,,
572201CIM,etonogestrel,병용금기,,,,
157132BIJ,etoposide   0.15g(20mg/mL),임산부금기,,,,
157131BIJ,etoposide   0.1g(20mg/mL),임산부금기,,,,
508901ATB,etravirine,병용금기,,,,
485601ATB,everolimus,임산부금기,,,,
485602ATB,everolimus,임산부금기,,,,
485603ATB,everolimus,임산부금기,,,,
485604ATB,everolimus,임산부금기,,,,
485605ATB,everolimus,임산부금기,,,,
485606ATB,everolimus,임산부금기,,,,
485607ATB,everolimus,임산부금기,,,,
645301ATB,evogliptin,임산부금기,,,,
726900ATR,evogliptin tartrate (as evogliptin),병용금기,,,,
649900ATR,evogliptin tartrate(as evogliptin),병용금기,,,,
650000ATR,evogliptin tartrate(as evogliptin),병용금기,,,,
650100ATR,evogliptin tartrate(as evogliptin),병용금기,,,,
649900ATR,"evogliptin, metformin",임산부금기,,,,
650000ATR,"evogliptin, metformin",임산부금기,,,,
650100ATR,"evogliptin, metformin",임산부금기,,,,
659501BIJ,evolocumab,임산부금기,,,,
368901BIJ,exametazime,임산부금기,,,,
358401ATB,exemestane,임산부금기,,,,
462201ATB,ezetimibe,임산부금기,,,,
471000ATB,ezetimibe,병용금기,,,,
471100ATB,ezetimibe,병용금기,,,,
507800ATB,ezetimibe,병용금기,,,,
633800ATB,ezetimibe,병용금기,,,,
633900ATB,ezetimibe,병용금기,,,,
634600ATB,ezetimibe,병용금기,,,,
634800ATB,ezetimibe,병용금기,,,,
640700ATB,ezetimibe,병용금기,,,,
640800ATB,ezetimibe,병용금기,,,,
640900ATB,ezetimibe,병용금기,,,,
692000ATB,ezetimibe,병용금기,,,,
692100ATB,ezetimibe,병용금기,,,,
692200ATB,ezetimibe,병용금기,,,,
692300ATB,ezetimibe,병용금기,,,,
692400ATB,ezetimibe,병용금기,,,,
692500ATB,ezetimibe,병용금기,,,,
699400ATB,ezetimibe,병용금기,,,,
699500ATB,ezetimibe,병용금기,,,,
701100ATB,ezetimibe,병용금기,,,,
701700ATB,ezetimibe,병용금기,,,,
701800ATB,ezetimibe,병용금기,,,,
701900ATB,ezetimibe,병용금기,,,,
702000ATB,ezetimibe,병용금기,,,,
702100ATB,ezetimibe,병용금기,,,,
702200ATB,ezetimibe,병용금기,,,,
709700ATB,ezetimibe,병용금기,,,,
709800ATB,ezetimibe,병용금기,,,,
709900ATB,ezetimibe,병용금기,,,,
710000ATB,ezetimibe,병용금기,,,,
710100ATB,ezetimibe,병용금기,,,,
710200ATB,ezetimibe,병용금기,,,,
721300ATB,ezetimibe,병용금기,,,,
702800ATB,ezetimibe + fenofibrate,임산부금기,,,,
712200ATB,ezetimibe + rosuvastatin + s-amlodipine + telmisartan,임산부금기,,,,
712300ATB,ezetimibe + rosuvastatin + s-amlodipine + telmisartan,임산부금기,,,,
712400ATB,ezetimibe + rosuvastatin + s-amlodipine + telmisartan,임산부금기,,,,
712500ATB,ezetimibe + rosuvastatin + s-amlodipine + telmisartan,임산부금기,,,,
701100ATB,ezetimibe+rosuvastatin,임산부금기,,,,
699400ATB,"ezetimibe, pitavastatin calcium",임산부금기,,,,
699500ATB,"ezetimibe, pitavastatin calcium",임산부금기,,,,
640700ATB,"ezetimibe, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
640800ATB,"ezetimibe, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
640900ATB,"ezetimibe, rosuvastatin calcium (as rosuvastatin)",임산부금기,,,,
447100ATB,felodipine+ramipril,임산부금기,,,,
447200ATB,felodipine+ramipril,임산부금기,,,,
157702ACR,fenofibrate,임산부금기,,,,
157704ATB,fenofibrate,임산부금기,,,,
194901ACH,fenofibrate,임산부금기,,,,
194902ACH,fenofibrate,임산부금기,,,,
519300ACH,fenofibrate,병용금기,,,,
520302ATE,fenofibrate,임산부금기,,,,
642301ACR,fenofibrate,임산부금기,,,,
642301ATR,fenofibrate,임산부금기,,,,
679300ACH,fenofibrate 0.16g + pitavastatin 2mg,임산부금기,,,,
679300ACH,fenofibrate granule(micronized) (as fenofibrate),병용금기,,,,
194930ACH,fenofibrate(micronized)   0.16g,임산부금기,,,,
194930ATB,fenofibrate(micronized)   0.16g,임산부금기,,,,
631400ATB,"fenofibrate, simvastatin",임산부금기,,,,
631500ATB,"fenofibrate, simvastatin",임산부금기,,,,
520301ACH,fenofibric acid,임산부금기,,,,
157901ATB,fenoterol,임산부금기,,,,
157901ATB,fenoterol hydrobromide,병용금기,,,,
158209CPC,fentanyl,연령금기,,,,
158210CPC,fentanyl,연령금기,,,,
158211CPC,fentanyl,연령금기,,,,
158213CPC,fentanyl,연령금기,,,,
158216CPC,fentanyl,연령금기,,,,
158305ATC,fentanyl,임산부금기,,,,
158305ATL,fentanyl,임산부금기,,,,
158306ATC,fentanyl,임산부금기,,,,
158306ATL,fentanyl,임산부금기,,,,
158307ATC,fentanyl,임산부금기,,,,
158308ATC,fentanyl,임산부금기,,,,
158309ATC,fentanyl,임산부금기,,,,
158310ATC,fentanyl,임산부금기,,,,
158313ATC,fentanyl,임산부금기,,,,
158314ATC,fentanyl,임산부금기,,,,
158314ATL,fentanyl,임산부금기,,,,
158315ATC,fentanyl,임산부금기,,,,
158316ATC,fentanyl,임산부금기,,,,
158317ATC,fentanyl,임산부금기,,,,
158321ATL,fentanyl,임산부금기,,,,
158322ATL,fentanyl,임산부금기,,,,
158336ATL,fentanyl,임산부금기,,,,
158337ATL,fentanyl,임산부금기,,,,
158338ATL,fentanyl,임산부금기,,,,
630910CSI,fentanyl,임산부금기,,,,
630911CSI,fentanyl,임산부금기,,,,
158331BIJ,fentanyl citrate (as fentanyl   0.1mg(50μg/mL)),임산부금기,,,,
158332BIJ,fentanyl citrate (as fentanyl   0.5mg(50μg/mL)),임산부금기,,,,
158334BIJ,fentanyl citrate (as fentanyl   1.5mg(50μg/mL)),임산부금기,,,,
158333BIJ,fentanyl citrate (as fentanyl   1mg(50μg/mL)),임산부금기,,,,
158330BIJ,fentanyl citrate (as fentanyl   50μg(50μg/mL)),임산부금기,,,,
158305ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158306ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158307ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158308ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158309ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158310ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158313ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158314ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158314ATL,fentanyl citrate (as fentanyl),연령금기,,,,
158315ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158316ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158317ATC,fentanyl citrate (as fentanyl),연령금기,,,,
158330BIJ,fentanyl citrate (as fentanyl),연령금기,,,,
158331BIJ,fentanyl citrate (as fentanyl),연령금기,,,,
158332BIJ,fentanyl citrate (as fentanyl),연령금기,,,,
158333BIJ,fentanyl citrate (as fentanyl),연령금기,,,,
158334BIJ,fentanyl citrate (as fentanyl),연령금기,,,,
158336ATL,fentanyl citrate (as fentanyl),연령금기,,,,
158337ATL,fentanyl citrate (as fentanyl),연령금기,,,,
158338ATL,fentanyl citrate (as fentanyl),연령금기,,,,
630910CSI,fentanyl citrate (as fentanyl),연령금기,,,,
630911CSI,fentanyl citrate (as fentanyl),연령금기,,,,
158305ATL,fentanyl citrate(micronized) (as fentanyl),연령금기,,,,
158306ATL,fentanyl citrate(micronized) (as fentanyl),연령금기,,,,
158321ATL,fentanyl citrate(micronized) (as fentanyl),연령금기,,,,
158322ATL,fentanyl citrate(micronized) (as fentanyl),연령금기,,,,
347904ACS,fexofenadine,임산부금기,,,,
347904ATB,fexofenadine,임산부금기,,,,
347901ATB,fexofenadine HCl,임산부금기,,,,
347902ATB,fexofenadine HCl,임산부금기,,,,
347903ATB,fexofenadine HCl,임산부금기,,,,
395400ATB,fexofenadine+pseudoephedrine HCl,임산부금기,,,,
716100ATB,fimasartan + S-amlodipine,임산부금기,,,,
717100ATB,fimasartan + S-amlodipine,임산부금기,,,,
717500ATB,fimasartan + S-amlodipine,임산부금기,,,,
654600ATB,fimasartan + rosuvastatin,임산부금기,,,,
654700ATB,fimasartan + rosuvastatin,임산부금기,,,,
654800ATB,fimasartan + rosuvastatin,임산부금기,,,,
654900ATB,fimasartan + rosuvastatin,임산부금기,,,,
655000ATB,fimasartan + rosuvastatin,임산부금기,,,,
654600ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
654700ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
654800ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
654900ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
655000ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
684300ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
684400ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
684500ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
684600ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
684700ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
688100ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
688200ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
688300ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
688400ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
719800ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
719900ATB,fimasartan potassium trihydrate (as fimasartan potassium),병용금기,,,,
515201ATB,fimasartan potassium trihydrate(as fimasartan potassium),임산부금기,,,,
515202ATB,fimasartan potassium trihydrate(as fimasartan potassium),임산부금기,,,,
515203ATB,fimasartan potassium trihydrate(as fimasartan potassium),임산부금기,,,,
522000ATB,"fimasartan potassium trihydrate(as fimasartan potassium), hydrochlorothiazide",임산부금기,,,,
526800ATB,"fimasartan potassium trihydrate(as fimasartan potassium), hydrochlorothiazide",임산부금기,,,,
159001ATB,finasteride,임산부금기,,,,
159002ATB,finasteride,임산부금기,,,,
159003CSI,finasteride,임산부금기,,,,
729201ATB,finerenone,병용금기,,,,
729202ATB,finerenone,병용금기,,,,
615201ACH,fingolimod HCl(as fingolimod),임산부금기,,,,
615201ACH,fingolimod hydrochloride (as fingolimod),병용금기,,,,
159201ATB,flavoxate hydrochloride,노인주의,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,,
159302ATB,flecainide,임산부금기,,,,
159302ATB,flecainide acetate,병용금기,,,,
638201BIJ,florbetaben (18F),임산부금기,,,,
159931BIJ,fluconazole,병용금기,,,,
159933BIJ,fluconazole,병용금기,,,,
159934ASY,fluconazole,병용금기,,,,
159931BIJ,fluconazole   0.1g(2mg/mL),임산부금기,,,,
159933BIJ,fluconazole   0.2g(2mg/mL),임산부금기,,,,
159934ASY,fluconazole   0.35g(10mg/mL),임산부금기,,,,
160101BIJ,fludarabine,임산부금기,,,,
160102ATB,fludarabine,임산부금기,,,,
160201ATB,fludrocortisone acetate,임산부금기,,,,
160501ACH,flunarizine HCl,임산부금기,,,,
697101BIJ,fluoroestradiol(18F),임산부금기,,,,
572402BIJ,fluoropropyl-CIT,임산부금기,,,,
700800CLQ,fluorouracil,임산부금기,,,,
161501ACH,fluoxetine hydrochloride (as fluoxetine),병용금기,,,,
161501ATB,fluoxetine hydrochloride (as fluoxetine),병용금기,,,,
161502ACH,fluoxetine hydrochloride (as fluoxetine),병용금기,,,,
161502ATB,fluoxetine hydrochloride (as fluoxetine),병용금기,,,,
161502ATD,fluoxetine hydrochloride (as fluoxetine),병용금기,,,,
161801ATB,flurazepam HCl,임산부금기,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,,
644702BIJ,flutemetamol(18F),임산부금기,,,,
500431CSI,fluticasone,임산부금기,,,,
500432CSI,fluticasone,임산부금기,,,,
730500CSI,fluticasone furoate + umeclidinium + vilanterol,임산부금기,,,,
500430CSI,fluticasone furoate(micronized)   3.3mg(27.5μg/회),임산부금기,,,,
162234CCM,fluticasone propionate,연령금기,,,,
685401BIJ,follitropin delta,임산부금기,,,,
685402BIJ,follitropin delta,임산부금기,,,,
685403BIJ,follitropin delta,임산부금기,,,,
572531BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572532BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572533BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572534BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572535BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572536BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572537BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572538BIJ,follitropin(follicle-stimulating hormone),임산부금기,,,,
572501BIJ,follitropin(recombinant human follicle stimulating hormone),임산부금기,,,,
572502BIJ,follitropin(recombinant human follicle stimulating hormone),임산부금기,,,,
162702BIJ,follitropin-α,임산부금기,,,,
162734BIJ,follitropin-α,임산부금기,,,,
162735BIJ,follitropin-α,임산부금기,,,,
162730BIJ,follitropin-α   300I.U(600I.U/mL),임산부금기,,,,
162731BIJ,follitropin-α   450I.U(600I.U/mL),임산부금기,,,,
162732BIJ,follitropin-α   900I.U(600I.U/mL),임산부금기,,,,
679800BIJ,follitropin-α 300IU+lutropin α 150IU,임산부금기,,,,
680000BIJ,follitropin-α 450IU+lutropin α 225IU,임산부금기,,,,
679900BIJ,follitropin-α 900IU+lutropin α 450IU,임산부금기,,,,
554600BIJ,follitropin-α+lutropin alfa,임산부금기,,,,
162803BIJ,follitropin-β,임산부금기,,,,
162804BIJ,follitropin-β,임산부금기,,,,
162805BIJ,follitropin-β,임산부금기,,,,
163101ATB,formoterol,임산부금기,,,,
163104ATB,formoterol,임산부금기,,,,
163130ASY,formoterol,임산부금기,,,,
163131ASY,formoterol,임산부금기,,,,
163101ATB,formoterol fumarate hydrate,병용금기,,,,
163104ATB,formoterol fumarate hydrate,병용금기,,,,
163130ASY,formoterol fumarate hydrate,병용금기,,,,
163131ASY,formoterol fumarate hydrate,병용금기,,,,
616001BIJ,fosaprepitant dimeglumine (as fosaprepitant),병용금기,,,,
632330BIJ,foscarnet,임산부금기,,,,
632330BIJ,foscarnet trisodium hexahydrate,병용금기,,,,
509330BIJ,fosphenytoin sodium,병용금기,,,,
509331BIJ,fosphenytoin sodium,병용금기,,,,
509330BIJ,fosphenytoin sodium   0.15g(75mg/mL),임산부금기,,,,
509331BIJ,fosphenytoin sodium   0.75g(75mg/mL),임산부금기,,,,
509501ATB,frovatriptan succinate H2O (as frovatriptan 2.5mg),임산부금기,,,,
509501ATB,frovatriptan succinate monohydrate (as frovatriptan),병용금기,,,,
568931BIJ,fulvestrant,임산부금기,,,,
163830BIJ,furosemide,병용금기,,,,
163830BIJ,furosemide   20mg(10mg/mL),임산부금기,,,,
229101ATB,fusidic acid,임산부금기,,,,
164202ATR,gabapentin,임산부금기,,,,
164204ATR,gabapentin,임산부금기,,,,
164301BIJ,gabexate mesilate,임산부금기,,,,
471633BIJ,gadobutrol,임산부금기,,,,
471634BIJ,gadobutrol,임산부금기,,,,
471630BIJ,gadobutrol   4.5354g(0.60472g/mL),임산부금기,,,,
471631BIJ,gadobutrol   6.0472g(0.60472g/mL),임산부금기,,,,
471632BIJ,gadobutrol   9.0708g(0.60472g/mL),임산부금기,,,,
466430BIJ,gadoterate meglumine,임산부금기,,,,
466431BIJ,gadoterate meglumine,임산부금기,,,,
466432BIJ,gadoterate meglumine,임산부금기,,,,
466433BIJ,gadoterate meglumine,임산부금기,,,,
164602BIJ,ganciclovir,임산부금기,,,,
565601BIJ,ganirelix acetate,임산부금기,,,,
453001ATB,gefitinib,임산부금기,,,,
164933BIJ,gemcitabine,임산부금기,,,,
164931BIJ,gemcitabine hydrochloride (as gemcitabine   0.2g(38mg/mL)),임산부금기,,,,
164930BIJ,gemcitabine hydrochloride (as gemcitabine   1g(38mg/mL)),임산부금기,,,,
164932BIJ,gemcitabine hydrochloride (as gemcitabine   2g(38mg/mL)),임산부금기,,,,
442901ATB,gemifloxacin,임산부금기,,,,
442902BIJ,gemifloxacin mesylate,임산부금기,,,,
731200ATR,gemigliptin,임산부금기,,,,
654100ATR,gemigliptin + metformin,임산부금기,,,,
523800ATR,gemigliptin tartrate sesquihydrate (as gemigliptin,병용금기,,,,
632000ATR,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
645000ATR,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
654100ATR,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
664600ATB,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
664700ATB,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
664800ATB,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
731200ATR,gemigliptin tartrate sesquihydrate (as gemigliptin),병용금기,,,,
645000ATR,"gemigliptin tartrate sesquihydrate(as gemigliptin   50mg), metformin hydrochloride   0.5g",임산부금기,,,,
523800ATR,"gemigliptin tartrate sesquihydrate(as gemigliptin  25mg), metformin HCl",임산부금기,,,,
619101ATB,gemigliptin tartrate sesquihydrate(as gemigliptin),임산부금기,,,,
632000ATR,"gemigliptin tartrate sesquihydrate(as gemigliptin), metformin HCl",임산부금기,,,,
664600ATB,"gemigliptin, rosuvastatin",임산부금기,,,,
664700ATB,"gemigliptin, rosuvastatin",임산부금기,,,,
664800ATB,"gemigliptin, rosuvastatin",임산부금기,,,,
165136BIJ,gentamicin sulfate,병용금기,,,,
165136BIJ,gentamicin sulfate   80mg(40mg/mL),임산부금기,,,,
538500COO,"gentamicin, fluorometholone",임산부금기,,,,
538700COS,"gentamicin, fluorometholone",임산부금기,,,,
A15500ATB,gestodene,병용금기,,,,
A15700ATB,gestodene,병용금기,,,,
687801ATB,gilteritinib,임산부금기,,,,
452400ACH,gimeracil,병용금기,,,,
452500ACH,gimeracil,병용금기,,,,
165301ACS,ginkgo biloba leaf ext.,임산부금기,,,,
165301ATB,ginkgo biloba leaf ext.,임산부금기,,,,
165303ATB,ginkgo biloba leaf ext.,임산부금기,,,,
165305ATB,ginkgo biloba leaf ext.,임산부금기,,,,
165310ATB,ginkgo biloba leaf ext.,임산부금기,,,,
165330BIJ,ginkgo biloba leaf ext.,임산부금기,,,,
165333ALQ,ginkgo biloba leaf ext.,임산부금기,,,,
165338ALQ,ginkgo biloba leaf ext.,임산부금기,,,,
E77800ACH,ginkgo biloba leaf ext.,임산부금기,,,,
A02600ACH,ginkgo biloba leaf ext. + ginseng 30% ethanol ext.,임산부금기,,,,
298600ATB,ginkgo biloba leaf ext. + heptaminol hydrochloride + troxerutin,임산부금기,,,,
498900ATB,ginkgo biloba leaf ext. + ticlopidine,임산부금기,,,,
429131BIJ,glatiramer acetate   40mg(40mg/mL),임산부금기,,,,
669700ATB,glecaprevir,병용금기,,,,
443400ATB,glibenclamide,병용금기,,,,
443500ATB,glibenclamide,병용금기,,,,
443400ATB,glibenclamide+metformin,임산부금기,,,,
443500ATB,glibenclamide+metformin,임산부금기,,,,
165602ATB,gliclazide,임산부금기,,,,
165603ATR,gliclazide,임산부금기,,,,
165604ATR,gliclazide,임산부금기,,,,
497200ATB,gliclazide,병용금기,,,,
497200ATB,gliclazide+metformin,임산부금기,,,,
165701ATB,glimepiride,임산부금기,,글리메피리드,당뇨,1일 1회 1~4mg
